id;eps;maxEps;NDF;|R-k+NN|;|k+NN|;k+NN;
0;0.00503045;0.556407;2.5;5;2;10,2,
1;0.0200408;0.524678;2;4;2;12,45,
2;0.00536785;0.552386;1.5;3;2;0,10,
3;0.0112212;0.518194;1;2;2;8,29,
4;0.0149884;0.563959;0.5;1;2;42,48,
5;0.016654;0.534643;2;4;2;6,21,
6;0.0151739;0.549261;1.5;3;2;19,21,
7;0.00945727;0.537763;1.5;3;2;38,39,
8;0.0163469;0.517476;1;2;2;3,30,
9;0;0.52372;2;4;2;37,34,
10;0.00536785;0.554527;2;4;2;0,2,
11;0.0223829;0.526513;0.5;1;2;29,47,
12;0.0119379;0.530621;0.333333;1;3;37,34,9,
13;0.0230641;0.576423;0.5;1;2;0,10,
14;0.0445773;0.603044;0;0;2;13,16,
15;0.0321538;0.584816;1.5;3;2;33,19,
16;0.0339789;0.581532;0.5;1;2;40,15,
17;0.0156172;0.551356;0.5;1;2;2,40,
18;0.0123595;0.53095;0.5;1;2;39,38,
19;0.0154165;0.559166;2;4;2;6,42,
20;0.0155175;0.512056;0.666667;2;3;37,34,9,
21;0.016654;0.547672;1;2;2;6,5,
22;0.0418007;0.622511;0;0;2;33,15,
23;0.0417468;0.489934;0;0;2;26,43,
24;0.0423127;0.48954;0.5;1;2;29,44,
25;0.0300602;0.497992;0.5;1;2;20,1,
26;0.0292933;0.514715;1;2;2;18,5,
27;0.00917414;0.543246;2;4;2;39,38,
28;0.018562;0.549549;1.5;3;2;49,27,
29;0.0198976;0.511999;1.5;3;2;3,11,
30;0.0171799;0.504279;0.5;1;2;8,20,
31;0.0308388;0.526732;0.5;1;2;45,1,
32;0.0389159;0.587461;0.5;1;2;33,46,
33;0.0308179;0.595196;1.5;3;2;15,32,
34;0;0.52372;2;4;2;37,9,
35;0.0241866;0.564489;0.5;1;2;36,28,
36;0.0276075;0.566864;0.5;1;2;35,28,
37;0;0.52372;2;4;2;34,9,
38;0.00917414;0.539807;2;4;2;7,27,
39;0.00945727;0.53725;1.5;3;2;27,7,
40;0.0227183;0.565033;1;2;2;17,0,
41;0.0791609;0.48542;0;0;2;25,1,
42;0.0154165;0.555436;1.5;3;2;4,19,
43;0.0398865;0.513252;0.5;1;2;26,5,
44;0.0428582;0.507661;0.5;1;2;24,5,
45;0.0200408;0.518777;1;2;2;31,1,
46;0.0213731;0.552189;0.5;1;2;42,19,
47;0.0107436;0.539448;0.5;1;2;7,38,
48;0.00960845;0.55529;0.5;1;2;10,0,
49;0.0103909;0.544016;0.5;1;2;28,27,
50;0.0075821;0.447373;1.5;3;2;74,82,
51;0.0150966;0.449591;1;2;2;99,61,
52;0.0144833;0.473647;1.5;3;2;86,92,
53;0.0236176;0.500643;1;2;2;54,77,
54;0.0171705;0.484055;1;2;2;52,53,
55;0.0169043;0.494942;1.5;3;2;63,90,
56;0.0200035;0.464587;1.5;3;2;59,96,
57;0.0206371;0.433268;0.5;1;2;82,65,
58;0.00517355;0.468549;1.5;3;2;80,69,
59;0.0237;0.471639;0.5;1;2;56,61,
60;0.0262876;0.49081;1.5;3;2;76,87,
61;0.0210684;0.454378;1;2;2;51,56,
62;0.0371968;0.48829;0;0;2;87,60,
63;0.0146262;0.492949;1.5;3;2;55,94,
64;0.038225;0.410332;0.5;1;2;57,98,
65;0.00760784;0.438843;2;4;2;71,93,
66;0.0251701;0.490368;1;2;2;84,70,
67;0.0270446;0.456996;0;0;2;69,58,
68;0.0400541;0.533805;0.5;1;2;87,72,
69;0.0080506;0.464672;2.5;5;2;58,80,
70;0.0251701;0.499985;1;2;2;84,66,
71;0.00862486;0.441014;1;2;2;65,75,
72;0.0341857;0.534757;1;2;2;129,133,
73;0.0257135;0.495361;0;0;2;90,63,
74;0.00803339;0.450174;1.5;3;2;50,75,
75;0.00862486;0.448535;1;2;2;74,71,
76;0.0223059;0.48844;0.5;1;2;60,54,
77;0.0236176;0.498498;1;2;2;89,53,
78;0.0164834;0.483236;1;2;2;94,91,
79;0.0363142;0.414113;0.5;1;2;93,65,
80;0.0080506;0.467577;2;4;2;58,69,
81;0.0180469;0.455551;0;0;2;80,69,
82;0.00908597;0.444978;1.5;3;2;50,74,
83;0.0136313;0.547195;1.5;3;2;116,125,
84;0.0240398;0.498678;1;2;2;66,70,
85;0.0296043;0.452011;0;0;2;56,88,
86;0.0129799;0.464093;1;2;2;97,52,
87;0.0325352;0.509875;1.5;3;2;60,68,
88;0.0192744;0.448331;1;2;2;95,96,
89;0.01793;0.482926;0.5;1;2;52,77,
90;0.0206675;0.506559;1.5;3;2;55,63,
91;0.0164834;0.477664;1.5;3;2;94,78,
92;0.0100001;0.462159;0.5;1;2;69,80,
93;0.00825326;0.440152;1;2;2;65,50,
94;0.0128785;0.480427;1.5;3;2;91,78,
95;0.0179779;0.450748;0.5;1;2;88,96,
96;0.0176029;0.461396;2;4;2;99,91,
97;0.0134;0.455065;0.5;1;2;86,82,
98;0.0457583;0.391574;0.5;1;2;64,79,
99;0.0141282;0.460408;1;2;2;96,51,
100;0.0371651;0.584845;0;0;2;106,136,
101;0.0101946;0.564129;1.5;3;2;142,104,
102;0.0225229;0.556185;0.5;1;2;111,112,
103;0.0238385;0.562913;0;0;2;83,116,
104;0.0101946;0.573238;1.5;3;2;101,142,
105;0.0207907;0.58136;1.5;3;2;108,107,
106;0.0300502;0.566408;0.5;1;2;121,104,
107;0.0234161;0.573459;1;2;2;105,108,
108;0.0151058;0.589032;3;6;2;122,105,
109;0.0155995;0.540627;2;4;2;115,121,
110;0.0151144;0.507588;1;2;2;138,127,
111;0.0212571;0.555463;1.5;3;2;102,112,
112;0.0175443;0.54081;1.5;3;2;147,139,
113;0.0151188;0.579094;1;2;2;132,128,
114;0.0388114;0.575672;0;0;2;144,140,
115;0.0163677;0.535292;1;2;2;109,144,
116;0.0148573;0.542235;1.5;3;2;83,137,
