id;eps;maxEps;NDF;|R-k+NN|;|k+NN|;k+NN;
0;0.0332812;0.80004;1;2;2;4,659,
1;0.0194107;0.938315;1.5;3;2;536,226,
2;0.0309807;0.901101;0.5;1;2;140,295,
3;0.0357324;0.896728;1;2;2;279,248,
4;0.0332812;0.80004;1;2;2;0,659,
5;0.0243661;0.843753;1.5;3;2;941,604,
6;0.0102153;0.923745;1.5;3;2;95,93,
7;0.0587633;0.687193;1;2;2;1104,809,
8;0.0477957;0.596212;0.5;1;2;522,823,
9;0.0100218;0.951533;1.5;3;2;843,76,
10;0.0241299;0.934917;1;2;2;836,24,
11;0.0383328;0.753129;0.5;1;2;60,65,
12;0.0193195;0.987087;2.5;5;2;1124,513,
13;0.0227617;0.915015;0.5;1;2;164,989,
14;0.0161781;0.94915;2;4;2;303,926,
15;0.0328605;0.817914;0.5;1;2;82,186,
16;0.0236602;0.949323;1;2;2;449,132,
17;0.0236236;0.855542;0.25;1;4;1049,852,853,855,
18;0.0381472;0.707466;1;2;2;731,1021,
19;0.0514213;0.777284;0;0;2;947,381,
20;0.0258918;0.815119;0.5;1;2;590,1097,
21;0.0456496;0.646109;0.333333;1;3;936,691,688,
22;0.0158696;0.976679;1.5;3;2;615,569,
23;0.0135245;1.01478;0.5;1;2;223,507,
24;0.029298;0.91833;0.5;1;2;10,295,
25;0.0833366;0.592308;1.5;3;2;267,287,
26;0.0524628;0.689974;1.5;3;2;85,89,
27;0.0233108;0.753985;1.5;3;2;534,531,
28;0.0443466;0.979867;0;0;2;640,53,
29;0.027599;0.863626;2;4;2;209,465,
30;0.0638046;0.719656;1;3;3;959,857,858,
31;0.0395833;0.640017;1;2;2;674,588,
32;0.0602257;0.936104;0.5;1;2;647,271,
33;0.0089887;1.01542;0;0;2;288,492,
34;0.0531653;0.657609;0.5;1;2;335,212,
35;0.042296;0.647878;1.5;3;2;858,857,
36;0.0497525;0.657875;1;3;3;884,1069,1070,
37;0.0145566;1.00988;0.5;1;2;686,169,
38;0.0113649;0.950861;1.5;3;2;697,698,
39;0.103249;0.87913;0.5;1;2;367,233,
40;0.0191996;0.897648;0.5;1;2;173,989,
41;0.0318579;0.880361;1;2;2;70,970,
42;0.0235458;0.891785;1;2;2;465,227,
43;0.0111655;1.01499;1;2;2;418,566,
44;0.0123729;0.909547;1;2;2;961,295,
45;0.0989549;0.823697;0.5;1;2;46,197,
46;0.0989549;0.823697;0.5;1;2;45,197,
47;0.0389156;0.65878;2;4;2;1069,1070,
48;0.0364639;0.584235;2;4;2;874,1037,
49;0.00855716;0.99433;0.666667;2;3;932,943,942,
50;0.0172905;0.85549;1;2;2;154,946,
51;0.0249785;0.825346;1.66667;5;3;524,819,817,
52;0.0240265;0.754132;1;2;2;1093,889,
53;0.0202589;0.979029;1;3;3;640,903,906,
54;0.0148237;1.01566;0;0;2;90,225,
55;0.0833191;0.634402;0;0;2;89,579,
56;0.02081;0.96139;0;0;2;229,285,
57;0.0253711;0.929861;0.5;1;2;320,10,
58;0.0182407;0.845494;2.5;5;2;1089,699,
59;0.0180953;1.02877;1;2;2;64,554,
60;0.0297237;0.764474;2.5;5;2;65,214,
61;0.014595;1.01088;1.5;3;2;686,370,
62;0.0184752;0.70247;0.5;1;2;494,498,
63;0.0293895;1.02405;0.5;1;2;514,291,
64;0.0180953;1.02877;1;2;2;59,554,
65;0.0297237;0.764474;2.5;5;2;60,214,
66;0.0419266;0.984294;0.5;1;2;685,693,
67;0.0470667;0.64681;0.5;1;2;1130,126,
68;0.0704581;0.833973;0.5;1;2;158,102,
69;0.0285634;0.809119;1;3;3;71,350,354,
70;0.018786;0.877916;1.5;3;2;970,155,
71;0.0285634;0.809119;1;3;3;69,354,350,
72;0.016301;0.944248;1.33333;4;3;74,975,973,
73;0.0549125;0.826381;0;0;2;962,165,
74;0.016301;0.944248;1.33333;4;3;72,975,973,
75;0.0235987;0.95064;0;0;2;846,836,
76;0.0136139;0.951063;2;4;2;9,843,
77;0.0139164;0.877699;1.5;3;2;80,163,
78;0.0181222;1.01364;1.5;3;2;602,83,
79;0.0336111;0.853781;1;2;2;333,204,
80;0.0139164;0.877699;1.5;3;2;77,163,
81;0.0324221;0.911685;1;2;2;532,563,
82;0.0277447;0.824652;0.5;1;2;15,154,
83;0.0181222;1.00211;0.5;1;2;602,78,
84;0.0152767;0.88891;1;2;2;967,163,
85;0.0615848;0.691328;0.5;1;2;26,582,
86;0.0131479;1.00185;0;0;2;129,681,
87;0.0587258;0.787939;0.5;1;2;88,905,
88;0.0561589;0.786426;1;2;2;87,905,
89;0.067797;0.671906;1;2;2;26,148,
90;0.00877602;1.02489;2;4;2;99,225,
91;0.0207544;0.988003;1;2;2;821,162,
92;0.0272997;0.743196;0;0;2;531,534,
93;0.0102153;0.928865;2.5;5;2;95,6,
94;0.0227388;0.875876;0.5;1;2;578,560,
95;0.0102153;0.928865;2.5;5;2;93,6,
96;0.010735;0.908552;1.5;3;2;98,898,
97;0.0791972;0.641289;0.5;1;2;1012,1010,
98;0.010735;0.908552;1.5;3;2;96,898,
99;0.00829669;1.02857;1;2;2;90,994,
100;0.0223632;0.997659;0;0;2;559,110,
101;0.027002;0.756631;1;4;4;952,953,954,955,
102;0.0351168;0.796374;1.5;3;2;1076,1073,
103;0.0258732;0.939444;0;0;2;202,203,
104;0.0076569;0.992904;1.33333;4;3;105,550,552,
105;0.0076569;0.992904;1.33333;4;3;104,550,552,
106;0.00582029;1.01597;1.5;3;2;108,107,
107;0.00582029;1.01622;2;4;2;106,108,
108;0.00582029;1.01597;1.5;3;2;106,107,
109;0.0440139;0.683758;0;0;2;876,525,
110;0.0155651;0.988196;0.5;1;2;615,569,
111;0.0434928;0.607593;0.5;1;2;126,678,
112;0.0404648;0.631439;0.5;1;2;512,510,
113;0.0335482;0.77743;0.5;1;2;886,482,
114;0.0319452;1.00976;1;2;2;115,424,
115;0.0284377;1.01055;1;2;2;114,424,
116;0.0160848;1.00092;0.5;1;2;223,413,
117;0.0157324;1.00276;1;2;2;418,992,
118;0.017771;0.866013;0.333333;1;3;184,208,206,
119;0.0272396;0.858781;1.5;3;2;997,834,
120;0.0668305;0.909069;0;0;2;487,798,
121;0.0517536;0.564595;0.5;1;2;326,751,
122;0.0292242;0.843735;0;0;4;1029,855,853,852,
123;0.0247967;0.895192;0.5;1;2;1046,897,
124;0.0278776;0.810948;1;2;2;125,51,
125;0.0297845;0.811913;1;2;2;124,51,
126;0.044596;0.614977;1;2;2;111,1084,
127;0.0161367;0.840403;3;6;2;128,547,
128;0.0161367;0.840403;3;6;2;127,547,
129;0.0118203;1.00548;1;2;2;681,371,
130;0.0262419;0.858965;1;2;2;516,1019,
131;0.0156312;0.953716;1.5;3;2;185,1020,
132;0.0278958;0.950927;1;2;2;16,449,
133;0.0130415;0.96807;2;4;2;285,797,
134;0.0176894;0.952057;0.5;1;2;972,157,
135;0.0287938;1.04178;0;0;2;838,837,
136;0.0115632;1.02401;1.5;3;2;553,491,
137;0.0257629;0.896053;1;2;2;897,917,
138;0.0318815;0.730161;1.5;3;2;139,464,
139;0.0318815;0.730161;1.5;3;2;138,464,
140;0.0233638;0.903517;1;2;2;2,870,
141;0.0374165;0.668939;2;4;2;261,240,
142;0.0344775;0.744364;0.5;1;2;101,722,
143;0.0388755;0.637668;0.5;1;2;607,606,
144;0.0210522;0.834496;0.333333;1;3;166,354,350,
