id;eps;maxEps;NDF;|R-k+NN|;|k+NN|;k+NN;
0;0.0831173;0.0831173;2;6;3;4,6,7,
1;0.435792;0.435792;1;3;3;2,5,13,
2;0.459506;0.459506;1.33333;4;3;1,5,7,
3;0.0655874;0.0655874;1;3;3;11,10,9,
4;0.0831173;0.0831173;2;6;3;0,6,7,
5;0.32665;0.32665;0.5;2;4;2,7,0,4,
6;0.0673012;0.0673012;1.25;5;4;4,0,8,14,
7;0.104829;0.104829;1.33333;4;3;0,4,6,
8;0.0890202;0.0890202;0.5;2;4;14,6,4,0,
9;0.0655874;0.0655874;1;3;3;10,11,3,
10;0.0619263;0.0619263;1;3;3;9,11,3,
11;0.0479752;0.0479752;1;3;3;3,10,9,
12;0.622961;0.622961;0.333333;1;3;13,1,2,
13;0.556239;0.556239;0.666667;2;3;12,1,2,
14;0.0890202;0.0890202;0.5;2;4;8,6,4,0,
